f1,f1_activation,f1_fulfill_date,f1_day_offset,f1_fulfill_lottery,f2,f2_origin,f2_confirmer,same_day_new_strong
7,2025-04-03,2025-04-08,5,Quiniela Leidsa,87,33,28,True
71,2025-04-03,2025-04-08,5,New York 2:30,87,33,28,True
9,2025-04-10,2025-04-17,7,Quiniela Loteka,44,43,9,True
90,2025-04-13,2025-04-19,6,New York 2:30,42,37,63,True
44,2025-04-17,2025-04-24,7,Loteria Nacional,35,49,44,True
44,2025-04-17,2025-04-24,7,Loteria Nacional,69,45,57,True
44,2025-04-17,2025-04-24,7,Loteria Nacional,91,44,57,True
42,2025-04-19,2025-04-23,4,New York 10:30,26,28,34,True
42,2025-04-19,2025-04-23,4,New York 10:30,76,34,68,True
26,2025-04-20,2025-04-25,5,Quiniela Real,82,33,65,True
26,2025-04-23,2025-04-25,2,Quiniela Real,82,33,65,True
82,2025-04-25,2025-04-30,5,Quiniela Leidsa,10,37,1,True
82,2025-04-25,2025-04-30,5,Quiniela Leidsa,42,37,90,True
74,2025-05-02,2025-05-04,2,Gana Mas,28,43,23,True
74,2025-05-02,2025-05-04,2,Gana Mas,44,43,9,True
65,2025-05-05,2025-05-07,2,New York 10:30,25,30,16,True
25,2025-05-07,2025-05-09,2,New York 10:30,88,31,79,True
88,2025-05-09,2025-05-14,5,New York 2:30,83,49,30,True
97,2025-05-18,2025-05-23,5,Loteria Nacional,9,39,70,True
97,2025-05-18,2025-05-23,5,Loteria Nacional,94,39,58,True
9,2025-05-23,2025-05-24,1,Quiniela Loteka,79,47,67,True
19,2025-05-27,2025-06-01,5,Loteria Nacional,22,44,70,True
19,2025-05-27,2025-06-01,5,Loteria Nacional,59,44,72,True
28,2025-05-29,2025-06-01,3,Gana Mas,22,44,70,True
28,2025-05-29,2025-06-01,3,Gana Mas,59,44,72,True
29,2025-05-31,2025-06-01,1,New York 2:30,22,44,70,True
29,2025-05-31,2025-06-01,1,New York 2:30,59,44,72,True
44,2025-05-31,2025-06-01,1,Quiniela Loteka,22,44,70,True
44,2025-05-31,2025-06-01,1,Quiniela Loteka,59,44,72,True
71,2025-05-31,2025-06-01,1,Quiniela Real,22,44,70,True
71,2025-05-31,2025-06-01,1,Quiniela Real,59,44,72,True
77,2025-05-28,2025-06-03,6,New York 10:30,69,45,11,True
12,2025-05-29,2025-06-02,4,New York 2:30,28,43,87,True
65,2025-05-29,2025-06-02,4,Quiniela Real,28,43,87,True
12,2025-05-31,2025-06-02,2,New York 2:30,28,43,87,True
81,2025-05-29,2025-06-04,6,Quiniela Loteka,56,40,71,True
81,2025-05-31,2025-06-04,4,Quiniela Loteka,56,40,71,True
22,2025-06-01,2025-06-04,3,Loteria Nacional,56,40,71,True
59,2025-06-01,2025-06-04,3,New York 10:30,56,40,71,True
44,2025-05-30,2025-05-31,1,Quiniela Loteka,12,43,41,True
44,2025-05-30,2025-05-31,1,Quiniela Loteka,29,41,42,True
44,2025-05-30,2025-05-31,1,Quiniela Loteka,56,40,41,True
44,2025-05-30,2025-05-31,1,Quiniela Loteka,71,42,41,True
44,2025-05-30,2025-05-31,1,Quiniela Loteka,81,43,85,True
28,2025-06-02,2025-06-06,4,Loteria Nacional,26,28,34,True
90,2025-06-08,2025-06-13,5,New York 10:30,22,44,90,True
90,2025-06-08,2025-06-13,5,New York 10:30,70,44,22,True
70,2025-06-13,2025-06-16,3,Quiniela Loteka,42,37,44,True
70,2025-06-13,2025-06-16,3,Quiniela Loteka,59,44,34,True
87,2025-06-15,2025-06-16,1,Quiniela Leidsa,42,37,44,True
87,2025-06-15,2025-06-16,1,Quiniela Leidsa,59,44,34,True
59,2025-06-16,2025-06-23,7,Quiniela Real,20,38,2,True
59,2025-06-16,2025-06-23,7,Quiniela Real,63,38,29,True
59,2025-06-16,2025-06-23,7,Quiniela Real,100,38,10,True
29,2025-06-20,2025-06-23,3,Gana Mas,20,38,2,True
29,2025-06-20,2025-06-23,3,Gana Mas,63,38,29,True
29,2025-06-20,2025-06-23,3,Gana Mas,100,38,10,True
63,2025-06-23,2025-06-25,2,Quiniela Real,35,49,42,True
63,2025-06-23,2025-06-25,2,Quiniela Real,83,49,3,True
35,2025-06-25,2025-06-27,2,Quiniela Real,22,44,35,True
35,2025-06-25,2025-06-27,2,Quiniela Real,70,44,35,True
77,2025-06-30,2025-07-01,1,Loteria Nacional,90,46,7,True
23,2025-07-19,2025-07-20,1,Gana Mas,30,39,83,True
14,2025-07-22,2025-07-27,5,Quiniela Loteka,22,44,90,True
14,2025-07-22,2025-07-27,5,Quiniela Loteka,53,28,44,True
14,2025-07-22,2025-07-27,5,Quiniela Loteka,70,44,90,True
44,2025-07-24,2025-07-27,3,Gana Mas,22,44,90,True
44,2025-07-24,2025-07-27,3,Gana Mas,53,28,44,True
44,2025-07-24,2025-07-27,3,Gana Mas,70,44,90,True
65,2025-07-25,2025-07-27,2,New York 10:30,22,44,90,True
65,2025-07-25,2025-07-27,2,New York 10:30,53,28,44,True
65,2025-07-25,2025-07-27,2,New York 10:30,70,44,90,True
89,2025-07-23,2025-07-24,1,Loteria Nacional,12,43,89,True
89,2025-07-23,2025-07-24,1,Loteria Nacional,44,43,35,True
22,2025-07-27,2025-07-28,1,Quiniela Leidsa,63,38,22,True
70,2025-07-27,2025-07-28,1,Quiniela Real,63,38,22,True
37,2025-07-31,2025-08-05,5,Quiniela Loteka,52,38,81,True
37,2025-07-31,2025-08-05,5,Quiniela Loteka,63,38,22,True
35,2025-08-03,2025-08-04,1,Gana Mas,30,39,83,True
35,2025-08-03,2025-08-04,1,Gana Mas,46,39,86,True
52,2025-08-05,2025-08-07,2,New York 2:30,89,48,12,True
10,2025-08-10,2025-08-12,2,Loteria Nacional,85,36,81,True
42,2025-08-11,2025-08-12,1,New York 2:30,85,36,81,True
56,2025-08-13,2025-08-17,4,Quiniela Real,88,31,67,True
57,2025-08-13,2025-08-18,5,New York 10:30,76,34,92,True
76,2025-08-18,2025-08-22,4,Quiniela Loteka,54,35,14,True
76,2025-08-19,2025-08-22,3,Quiniela Loteka,54,35,14,True
44,2025-08-25,2025-08-28,3,Quiniela Loteka,7,42,44,True
44,2025-08-25,2025-08-28,3,Quiniela Loteka,22,44,42,True
44,2025-08-25,2025-08-28,3,Quiniela Loteka,70,44,42,True
87,2025-08-26,2025-08-27,1,New York 10:30,13,41,17,True
13,2025-08-27,2025-08-29,2,New York 10:30,65,52,37,True
7,2025-08-28,2025-08-29,1,Quiniela Leidsa,65,52,37,True
22,2025-08-28,2025-08-30,2,Gana Mas,9,39,63,True
22,2025-08-28,2025-08-30,2,Gana Mas,30,39,3,True
22,2025-08-28,2025-08-30,2,Gana Mas,42,37,63,True
22,2025-08-28,2025-08-30,2,Gana Mas,62,39,75,True
65,2025-08-29,2025-08-30,1,Quiniela Real,9,39,63,True
65,2025-08-29,2025-08-30,1,Quiniela Real,30,39,3,True
65,2025-08-29,2025-08-30,1,Quiniela Real,42,37,63,True
65,2025-08-29,2025-08-30,1,Quiniela Real,62,39,75,True
42,2025-08-30,2025-08-31,1,Gana Mas,35,49,42,True
42,2025-08-30,2025-08-31,1,Gana Mas,80,45,8,True
91,2025-09-01,2025-09-07,6,New York 10:30,85,36,52,True
91,2025-09-06,2025-09-07,1,New York 10:30,85,36,52,True
42,2025-09-05,2025-09-09,4,Gana Mas,35,49,7,True
70,2025-09-06,2025-09-09,3,New York 10:30,35,49,7,True
44,2025-09-05,2025-09-06,1,New York 2:30,22,44,29,True
44,2025-09-05,2025-09-06,1,New York 2:30,70,44,29,True
44,2025-09-05,2025-09-06,1,New York 2:30,91,44,11,True
60,2025-09-05,2025-09-10,5,New York 10:30,46,39,19,True
60,2025-09-10,2025-09-13,3,New York 2:30,7,42,9,True
60,2025-09-10,2025-09-13,3,New York 2:30,9,39,42,True
60,2025-09-10,2025-09-13,3,New York 2:30,29,41,9,True
60,2025-09-10,2025-09-13,3,New York 2:30,41,39,12,True
60,2025-09-10,2025-09-13,3,New York 2:30,71,42,12,True
7,2025-09-13,2025-09-16,3,Quiniela Loteka,34,51,26,True
57,2025-09-14,2025-09-16,2,Gana Mas,34,51,26,True
29,2025-09-15,2025-09-16,1,Loteria Nacional,34,51,26,True
9,2025-09-13,2025-09-15,2,Gana Mas,29,41,9,True
41,2025-09-13,2025-09-15,2,Quiniela Real,29,41,9,True
34,2025-09-16,2025-09-20,4,Quiniela Loteka,59,44,34,True
34,2025-09-16,2025-09-20,4,Quiniela Loteka,91,44,57,True
69,2025-09-17,2025-09-21,4,New York 10:30,42,37,90,True
69,2025-09-17,2025-09-21,4,New York 10:30,63,38,90,True
29,2025-09-30,2025-10-01,1,Loteria Nacional,87,33,77,True
82,2025-09-30,2025-10-02,2,Quiniela Real,51,40,21,True
82,2025-09-30,2025-10-02,2,Quiniela Real,67,40,88,True
30,2025-10-09,2025-10-12,3,Quiniela Real,27,26,76,True
35,2025-10-10,2025-10-12,2,Gana Mas,27,26,76,True
72,2025-10-11,2025-10-12,1,Gana Mas,27,26,76,True
53,2025-10-10,2025-10-11,1,Quiniela Loteka,19,40,46,True
53,2025-10-10,2025-10-11,1,Quiniela Loteka,72,40,26,True
53,2025-10-10,2025-10-11,1,Quiniela Loteka,90,46,29,True
19,2025-10-11,2025-10-14,3,Quiniela Real,72,40,59,True
9,2025-10-13,2025-10-14,1,Gana Mas,72,40,59,True
59,2025-10-13,2025-10-14,1,Loteria Nacional,72,40,59,True
90,2025-10-11,2025-10-16,5,Gana Mas,9,39,22,True
7,2025-10-20,2025-10-21,1,Quiniela Leidsa,44,43,7,True
7,2025-10-26,2025-10-31,5,Loteria Nacional,9,39,7,True
23,2025-10-26,2025-10-30,4,Loteria Nacional,100,38,10,True
65,2025-10-28,2025-10-30,2,Quiniela Loteka,100,38,10,True
9,2025-10-31,2025-11-01,1,Loteria Nacional,90,46,7,True
22,2025-11-05,2025-11-09,4,New York 2:30,29,41,90,True
90,2025-11-05,2025-11-09,4,Loteria Nacional,29,41,90,True
42,2025-11-05,2025-11-08,3,Loteria Nacional,7,42,53,True
42,2025-11-05,2025-11-08,3,Loteria Nacional,23,42,73,True
42,2025-11-05,2025-11-08,3,Loteria Nacional,48,36,93,True
91,2025-11-05,2025-11-08,3,Gana Mas,7,42,53,True
91,2025-11-05,2025-11-08,3,Gana Mas,23,42,73,True
91,2025-11-05,2025-11-08,3,Gana Mas,48,36,93,True
62,2025-11-06,2025-11-08,2,Loteria Nacional,7,42,53,True
62,2025-11-06,2025-11-08,2,Loteria Nacional,23,42,73,True
62,2025-11-06,2025-11-08,2,Loteria Nacional,48,36,93,True
23,2025-11-08,2025-11-10,2,New York 2:30,72,40,59,True
42,2025-11-16,2025-11-18,2,Loteria Nacional,26,28,72,True
82,2025-11-16,2025-11-18,2,Quiniela Leidsa,26,28,72,True
26,2025-11-18,2025-11-19,1,New York 10:30,21,28,51,True
26,2025-11-18,2025-11-19,1,New York 10:30,34,51,59,True
26,2025-11-18,2025-11-19,1,New York 10:30,53,28,70,True
63,2025-11-22,2025-11-25,3,New York 2:30,57,30,69,True
7,2025-11-23,2025-11-26,3,New York 10:30,46,39,19,True
7,2025-11-23,2025-11-26,3,New York 10:30,94,39,58,True
76,2025-11-27,2025-11-28,1,Quiniela Real,42,37,29,True
42,2025-11-28,2025-12-05,7,New York 2:30,7,42,70,True
42,2025-11-28,2025-12-05,7,New York 2:30,71,42,56,True
73,2025-12-07,2025-12-09,2,New York 2:30,28,43,73,True
73,2025-12-07,2025-12-09,2,New York 2:30,44,43,9,True
11,2025-12-14,2025-12-20,6,New York 2:30,29,41,7,True
11,2025-12-14,2025-12-20,6,New York 2:30,56,40,41,True
56,2025-12-20,2025-12-27,7,Quiniela Leidsa,29,41,44,True
56,2025-12-20,2025-12-27,7,Quiniela Leidsa,93,41,97,True
29,2025-12-27,2025-12-29,2,Quiniela Loteka,16,27,25,True
93,2025-12-27,2026-01-02,6,Quiniela Real,29,41,70,True
16,2025-12-29,2025-12-31,2,New York 10:30,84,47,58,True
28,2025-12-30,2025-12-31,1,New York 2:30,84,47,58,True
44,2025-12-30,2026-01-06,7,New York 10:30,56,40,71,True
44,2026-01-03,2026-01-06,3,New York 10:30,56,40,71,True
77,2025-12-30,2026-01-03,4,Gana Mas,44,43,42,True
77,2025-12-30,2026-01-03,4,Gana Mas,92,43,76,True
29,2026-01-02,2026-01-08,6,New York 2:30,30,39,83,True
29,2026-01-02,2026-01-08,6,New York 2:30,94,39,84,True
20,2026-01-11,2026-01-13,2,Quiniela Leidsa,85,36,52,True
85,2026-01-13,2026-01-17,4,New York 10:30,9,39,90,True
85,2026-01-13,2026-01-17,4,New York 10:30,94,39,58,True
46,2026-01-16,2026-01-17,1,Gana Mas,9,39,90,True
46,2026-01-16,2026-01-17,1,Gana Mas,94,39,58,True
19,2026-02-09,2026-02-11,2,New York 2:30,7,42,9,True
19,2026-02-09,2026-02-11,2,New York 2:30,71,42,12,True
58,2026-02-09,2026-02-15,6,New York 2:30,46,39,86,True
58,2026-02-09,2026-02-15,6,New York 2:30,94,39,84,True
73,2026-02-14,2026-02-15,1,Quiniela Loteka,46,39,86,True
73,2026-02-14,2026-02-15,1,Quiniela Loteka,94,39,84,True
7,2026-02-11,2026-02-18,7,Gana Mas,53,28,29,True
94,2026-02-15,2026-02-18,3,Quiniela Loteka,53,28,29,True
71,2026-02-11,2026-02-14,3,Quiniela Real,63,38,42,True
71,2026-02-11,2026-02-14,3,Quiniela Real,73,48,23,True
59,2026-02-28,2026-03-06,6,New York 2:30,29,41,53,True
70,2026-03-05,2026-03-06,1,Quiniela Real,29,41,53,True
70,2026-02-28,2026-03-04,4,New York 10:30,42,37,22,True
57,2026-03-02,2026-03-03,1,New York 2:30,44,43,42,True
44,2026-03-03,2026-03-05,2,Gana Mas,22,44,29,True
44,2026-03-03,2026-03-05,2,Gana Mas,68,47,92,True
44,2026-03-03,2026-03-05,2,Gana Mas,70,44,29,True
42,2026-03-04,2026-03-07,3,Quiniela Real,23,42,87,True
42,2026-03-04,2026-03-07,3,Quiniela Real,29,41,42,True
42,2026-03-04,2026-03-07,3,Quiniela Real,71,42,41,True
44,2026-03-16,2026-03-17,1,New York 10:30,22,44,29,True
44,2026-03-16,2026-03-17,1,New York 10:30,70,44,29,True
94,2026-03-23,2026-03-24,1,Quiniela Real,9,39,53,True
70,2026-03-23,2026-03-28,5,Quiniela Loteka,7,42,63,True
70,2026-03-23,2026-03-28,5,Quiniela Loteka,23,42,73,True
11,2026-03-27,2026-03-28,1,Gana Mas,7,42,63,True
11,2026-03-27,2026-03-28,1,Gana Mas,23,42,73,True
9,2026-03-24,2026-03-26,2,Loteria Nacional,44,43,42,True
9,2026-03-24,2026-03-26,2,Loteria Nacional,92,43,68,True
35,2026-03-25,2026-03-27,2,Gana Mas,11,35,57,True
92,2026-03-26,2026-03-27,1,Quiniela Real,11,35,57,True
68,2026-04-04,2026-04-05,1,Quiniela Real,63,38,90,True
28,2026-04-09,2026-04-13,4,Quiniela Real,77,32,28,True
82,2026-04-09,2026-04-10,1,Loteria Nacional,87,33,23,True
42,2026-04-14,2026-04-15,1,New York 2:30,87,33,23,True
81,2026-04-23,2026-04-29,6,Quiniela Loteka,97,52,48,True
58,2026-04-28,2026-04-30,2,Quiniela Real,57,30,91,True
58,2026-04-28,2026-04-30,2,Quiniela Real,94,39,58,True
34,2026-05-06,2026-05-11,5,Loteria Nacional,82,33,65,True
34,2026-05-08,2026-05-11,3,Loteria Nacional,82,33,65,True
86,2026-05-06,2026-05-09,3,Gana Mas,77,32,73,True
63,2026-05-10,2026-05-12,2,Loteria Nacional,89,48,71,True
82,2026-05-11,2026-05-14,3,Loteria Nacional,87,33,28,True
87,2026-05-14,2026-05-19,5,New York 10:30,48,36,93,True
87,2026-05-14,2026-05-19,5,New York 10:30,85,36,52,True
87,2026-05-14,2026-05-19,5,New York 10:30,97,52,93,True
23,2026-05-17,2026-05-19,2,Quiniela Loteka,48,36,93,True
23,2026-05-17,2026-05-19,2,Quiniela Loteka,85,36,52,True
23,2026-05-17,2026-05-19,2,Quiniela Loteka,97,52,93,True
85,2026-05-19,2026-05-23,4,Gana Mas,42,37,70,True
70,2026-05-22,2026-05-23,1,Loteria Nacional,42,37,70,True
42,2026-05-23,2026-05-27,4,New York 2:30,63,38,53,True
69,2026-05-24,2026-05-30,6,Gana Mas,35,49,29,True
94,2026-05-29,2026-05-30,1,New York 10:30,35,49,29,True
63,2026-05-27,2026-05-31,4,New York 2:30,25,30,16,True
63,2026-05-27,2026-05-31,4,New York 2:30,57,30,69,True
35,2026-05-28,2026-05-29,1,Quiniela Loteka,94,39,84,True
57,2026-05-31,2026-06-01,1,Quiniela Leidsa,48,36,97,True
48,2026-06-01,2026-06-03,2,New York 10:30,73,48,23,True
42,2026-06-07,2026-06-10,3,Loteria Nacional,20,38,2,True
42,2026-06-07,2026-06-10,3,Loteria Nacional,63,38,7,True
65,2026-06-07,2026-06-09,2,Quiniela Real,13,41,17,True
82,2026-06-08,2026-06-12,4,Quiniela Loteka,42,37,53,True
82,2026-06-08,2026-06-12,4,Quiniela Loteka,84,47,94,True
63,2026-06-10,2026-06-12,2,Quiniela Leidsa,42,37,53,True
63,2026-06-10,2026-06-12,2,Quiniela Leidsa,84,47,94,True
94,2026-06-11,2026-06-12,1,Loteria Nacional,42,37,53,True
94,2026-06-11,2026-06-12,1,Loteria Nacional,84,47,94,True
20,2026-06-10,2026-06-11,1,Quiniela Leidsa,9,39,44,True
20,2026-06-10,2026-06-11,1,Quiniela Leidsa,41,39,71,True
20,2026-06-10,2026-06-11,1,Quiniela Leidsa,57,30,69,True
20,2026-06-10,2026-06-11,1,Quiniela Leidsa,91,44,69,True
20,2026-06-10,2026-06-11,1,Quiniela Leidsa,94,39,84,True
57,2026-06-11,2026-06-14,3,New York 10:30,83,49,30,True
42,2026-06-12,2026-06-14,2,Gana Mas,83,49,30,True
83,2026-06-14,2026-06-17,3,Quiniela Real,22,44,63,True
83,2026-06-14,2026-06-17,3,Quiniela Real,70,44,63,True
29,2026-06-21,2026-06-23,2,Quiniela Leidsa,54,35,14,True
35,2026-06-21,2026-06-23,2,Loteria Nacional,54,35,14,True
75,2026-06-21,2026-06-25,4,Quiniela Leidsa,9,39,90,True
75,2026-06-21,2026-06-25,4,Quiniela Leidsa,94,39,58,True
54,2026-06-23,2026-06-24,1,Quiniela Loteka,79,47,88,True
23,2026-06-29,2026-07-01,2,Loteria Nacional,28,43,23,True
9,2026-07-06,2026-07-09,3,Quiniela Real,7,42,9,True
9,2026-07-06,2026-07-09,3,Quiniela Real,23,42,77,True
7,2026-07-09,2026-07-10,1,Quiniela Leidsa,41,39,89,True
7,2026-07-09,2026-07-10,1,Quiniela Leidsa,56,40,89,True
7,2026-07-09,2026-07-10,1,Quiniela Leidsa,67,40,88,True
41,2026-07-10,2026-07-11,1,New York 10:30,40,49,4,True
41,2026-07-10,2026-07-11,1,New York 10:30,83,49,3,True
40,2026-07-11,2026-07-14,3,New York 2:30,46,39,19,True
40,2026-07-11,2026-07-14,3,New York 2:30,62,39,75,True
40,2026-07-11,2026-07-14,3,New York 2:30,94,39,58,True
